work_id,record_id,preferred_record_id,is_preferred_manifestation,dedup_rule,dedup_confidence,candidate_similarity,dedup_evidence_json,preferred_manifestation_rationale,source_group_ids_json
WORK-5E396BFE815B3DBB,REC-B4C13EE048139933,REC-B4C13EE048139933,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2407.21325"",""title_sha256:ac045c6b51482b7e""]"
WORK-04C9E3214FC7C3F0,REC-949433116AB006C6,REC-949433116AB006C6,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2408.00462"",""title_sha256:a1b321370e2b30b1""]"
WORK-D4B3A489C62524CA,REC-770179015FF9EE68,REC-770179015FF9EE68,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2408.06810"",""title_sha256:826f1edb71b7ef36""]"
WORK-BC2DDDB47284E509,REC-CCE11013FD53FD03,REC-CCE11013FD53FD03,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/percomworkshops56833.2023.10150339"",""arxiv:2408.16495"",""title_sha256:488e66ed53fa731b""]"
WORK-DCE09D929C018AE2,REC-1E3A0B27361246BF,REC-1E3A0B27361246BF,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2409.00661"",""title_sha256:ce2ac0909865a34a""]"
WORK-34E0764C9E4AD293,REC-78DA1BBA4525C9E1,REC-78DA1BBA4525C9E1,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2409.03384"",""title_sha256:dce21c4688aa2da0""]"
WORK-1088AF5881ECBED8,REC-6099EE66504F6EF2,REC-6099EE66504F6EF2,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2409.05207"",""title_sha256:c893f606c80cd423""]"
WORK-EEBD41A0C917C476,REC-2861404557D1782A,REC-2861404557D1782A,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2409.09689"",""title_sha256:52701ef96fd48294""]"
WORK-617566A76A0E7098,REC-D80BA185FF6CE5BD,REC-D80BA185FF6CE5BD,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2409.11424"",""title_sha256:0b7ff09a623bc630""]"
WORK-2C89087AD30358EE,REC-00876C5760C7308E,REC-00876C5760C7308E,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2409.13975"",""title_sha256:aea92dd74d69923d""]"
WORK-81D018F95FDAAD3B,REC-4D7BFF9A0A171A01,REC-4D7BFF9A0A171A01,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/icfpt64416.2024.11113430"",""arxiv:2409.14023"",""title_sha256:42a6b23cf93509f0""]"
WORK-6C6395218D8B95A4,REC-3219982CADC13B0C,REC-3219982CADC13B0C,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2409.14912"",""title_sha256:96879934f28b4193""]"
WORK-49843E6B36F898D3,REC-32CC94372EE77D83,REC-32CC94372EE77D83,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1007/978-3-032-10554-7_20"",""arxiv:2410.03294"",""title_sha256:48a7ae4c18bd5446""]"
WORK-9FF656BD3283AD20,REC-9C66DFA2ACB829E8,REC-9C66DFA2ACB829E8,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2410.04466"",""title_sha256:e3b926d14cbc7b2e""]"
WORK-80E2F738232FBD17,REC-90F9BA0E8090E56C,REC-90F9BA0E8090E56C,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2410.04805"",""title_sha256:91f524225e9f5a0f""]"
WORK-4B5392ACD395831A,REC-EF524C7130F26BAD,REC-EF524C7130F26BAD,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2410.05686"",""title_sha256:e3bc94b6665d2fe5""]"
WORK-9311EA0539A12637,REC-62D71FDC9956799A,REC-62D71FDC9956799A,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1007/s11042-024-18159-2"",""arxiv:2410.09227"",""title_sha256:b4839e998fe019d0""]"
WORK-B25288B0C34E5D63,REC-DD28132BF04122F9,REC-DD28132BF04122F9,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2410.10714"",""title_sha256:5b524df175bc9b4c""]"
WORK-A55C651F3AD0F7D8,REC-053F8CE5FE90B1D2,REC-053F8CE5FE90B1D2,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1145/3676536.3676649"",""arxiv:2410.13079"",""title_sha256:cb7e0dbdb9fdccbb""]"
WORK-471FF9FFFF66EBEF,REC-D17ED0BF4F48BE11,REC-D17ED0BF4F48BE11,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1145/3620666.3651324"",""arxiv:2410.15008"",""title_sha256:4265d6afe2e0409c""]"
WORK-14283B78961A8BD0,REC-C048DE10B21EE1B8,REC-C048DE10B21EE1B8,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2410.23083"",""title_sha256:4fd49f154b99cbeb""]"
WORK-BB05D1FE7F29FD30,REC-36C4AAA4FD4ACA93,REC-36C4AAA4FD4ACA93,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2411.03697"",""title_sha256:018798a2e435a0b8""]"
WORK-216914A5D9B159E3,REC-C89D508C9645DB7B,REC-C89D508C9645DB7B,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2411.10948"",""title_sha256:bfdeb5901c73c442""]"
WORK-0673CDF1421E1159,REC-78E9518BF6FC6EBF,REC-78E9518BF6FC6EBF,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1145/3705324"",""arxiv:2411.11384"",""title_sha256:125088f880b489c3""]"
WORK-9A3F28DCB535C9EA,REC-AD576C077EF03A16,REC-AD576C077EF03A16,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1016/j.micpro.2025.105223"",""arxiv:2411.18148"",""title_sha256:c8f4d40084cade97""]"
WORK-78349001A79A275F,REC-57B890A5DC77C4AA,REC-57B890A5DC77C4AA,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2411.18330"",""title_sha256:0593b092d489d273""]"
WORK-9EB01DDF67D140A4,REC-361ADBB8874502B6,REC-361ADBB8874502B6,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2412.17571"",""title_sha256:43e614223b889086""]"
WORK-150F543E36D36727,REC-D7B209C7FF8D65B2,REC-D7B209C7FF8D65B2,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2412.19171"",""title_sha256:77384fe9fc134b94""]"
WORK-5EB0A88480FEE487,REC-170585CD873D413E,REC-170585CD873D413E,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2501.01259"",""title_sha256:8aaf8f621834e12f""]"
WORK-FB787E5DAF7E9A79,REC-8D6ACCD4E099C008,REC-8D6ACCD4E099C008,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1145/3706628.3708877"",""arxiv:2501.01511"",""title_sha256:dd5dbe0498228b6f""]"
WORK-DF0318D2EDCFD441,REC-AC7A77515D490E82,REC-AC7A77515D490E82,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2501.04845"",""title_sha256:928662b744e8469b""]"
WORK-7716359A1AFFF134,REC-04D1F7D833DB856C,REC-04D1F7D833DB856C,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2501.06663"",""title_sha256:59475024c60a0673""]"
WORK-E2723B3FAAA77953,REC-01007E919BA67615,REC-01007E919BA67615,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2501.06921"",""title_sha256:6b53f2ccfb0d47a5""]"
WORK-DB47ABDF312E1C33,REC-F9910295847671D0,REC-F9910295847671D0,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1145/3706628.3708878"",""arxiv:2501.09118"",""title_sha256:0a9ab52f4be742b4""]"
WORK-6CEF5028F277834A,REC-856C24626DD738E5,REC-856C24626DD738E5,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1145/3769307"",""arxiv:2501.09242"",""title_sha256:379ef7ae3fd6df78""]"
WORK-2D5833E4E8C5815D,REC-1ABE8CB7844BC247,REC-1ABE8CB7844BC247,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2501.11867"",""title_sha256:498c2c21d01f3b6e""]"
WORK-64BECC3FEF9D1B24,REC-F511D5DFCA074FB4,REC-F511D5DFCA074FB4,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2501.12003"",""title_sha256:1d003000a60fabe0""]"
WORK-851A188056BBF585,REC-5B2530528709F6B9,REC-5B2530528709F6B9,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2501.12032"",""title_sha256:f21b3e745527aa2f""]"
WORK-4FE0B6DCA859E174,REC-7CB959417EB26834,REC-7CB959417EB26834,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2501.12300"",""title_sha256:463084a1c9a58555""]"
WORK-9BF05A93BDD17C66,REC-41EB5F1536296C6C,REC-41EB5F1536296C6C,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/lascas67804.2026.11457137"",""arxiv:2501.13379"",""title_sha256:95539df491ab6a4c""]"
WORK-63032F7C7DF149CE,REC-2C0E34856A04F65F,REC-2C0E34856A04F65F,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2501.14512"",""title_sha256:a0ac0d2ab6d8bd2e""]"
WORK-1A49E51497ADC66F,REC-12C9D1ED9EF711FB,REC-12C9D1ED9EF711FB,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2501.19135"",""title_sha256:9357ec0490395e42""]"
WORK-C87240FC0F2E6EEB,REC-9C5B33458C163E1C,REC-9C5B33458C163E1C,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2502.00026"",""title_sha256:6948b2c158cd8650""]"
WORK-C6067E0D99737E90,REC-E1978C76FDD941FD,REC-E1978C76FDD941FD,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2502.02404"",""title_sha256:3fdfc23efeeae6fd""]"
WORK-96541CBE8359181A,REC-37D418A5B0CD24F0,REC-37D418A5B0CD24F0,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2502.05602"",""title_sha256:a2d59070d8e3a684""]"
WORK-76ACBFCD99E4F225,REC-397AA2E8B322E5B6,REC-397AA2E8B322E5B6,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1145/3795794"",""arxiv:2502.05850"",""title_sha256:1657b1a3e9dab3dc""]"
WORK-4D8DFA0A5AEB0E27,REC-7DA72502BFE51076,REC-7DA72502BFE51076,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2502.07796"",""title_sha256:13aaf6111347d037""]"
WORK-ECEF69A1B2E67BCF,REC-614E448623940710,REC-614E448623940710,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2502.10659"",""title_sha256:0851399bfbc3a4af""]"
WORK-A5AD48CEA945F948,REC-BCA6BA5940337BB3,REC-BCA6BA5940337BB3,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2502.13705"",""title_sha256:0458339f7b085e36""]"
WORK-A1B348125B5B8EE0,REC-561FD75C12B8EF91,REC-561FD75C12B8EF91,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2502.15260"",""title_sha256:2ffb8a12aca7e66f""]"
WORK-E00CB83B7759876D,REC-13722C8F89C40F15,REC-13722C8F89C40F15,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1063/5.0303050"",""arxiv:2502.16141"",""title_sha256:2c1753c593d59ebf""]"
WORK-5BE94FE918019CC7,REC-9EEECBE6F301F9A2,REC-9EEECBE6F301F9A2,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2502.16473"",""title_sha256:9bee5f8cd0974641""]"
WORK-1D29B54F5B295494,REC-688C296AB31CFA2F,REC-688C296AB31CFA2F,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2502.16823"",""title_sha256:806bf195dc6f9240""]"
WORK-A6EAA22E56A14119,REC-507EEB2F277BB4EB,REC-507EEB2F277BB4EB,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2503.01138"",""title_sha256:b19c3c923d37559a""]"
WORK-2F3189F97665F2A4,REC-D97610736AA58551,REC-D97610736AA58551,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1016/j.neucom.2025.130417"",""arxiv:2503.02891"",""title_sha256:669bdaf6af45cd84""]"
WORK-ACBBE67E114A3837,REC-4BEC5993271B5F05,REC-4BEC5993271B5F05,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2503.03088"",""title_sha256:a98b487e8789f8f8""]"
WORK-9EDD0480557C4F6D,REC-29CEB82FFB7D60B1,REC-29CEB82FFB7D60B1,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2503.08823"",""title_sha256:bb6451f43da8486b""]"
WORK-569E8221840CA718,REC-8038055899F288DD,REC-8038055899F288DD,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2503.11663"",""title_sha256:6c41e706929bddda""]"
WORK-F05D9D4A331C98ED,REC-E47480B3889FF9C0,REC-E47480B3889FF9C0,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2503.11685"",""title_sha256:0a58ff00b089c76e""]"
WORK-467D637F1A5F438C,REC-EA4C0FAA7D7F488C,REC-EA4C0FAA7D7F488C,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2503.16731"",""title_sha256:ed06917734c3da72""]"
WORK-C9F3EF12C84E4446,REC-AB2731AA91BB679A,REC-AB2731AA91BB679A,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2504.01806"",""title_sha256:fdd6c7dd7f79083b""]"
WORK-ABA659CF3411B26B,REC-A9B512BD33750559,REC-A9B512BD33750559,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2504.09561"",""title_sha256:eed67584e21bf32d""]"
WORK-61DC4DE62095456B,REC-971FEFE09F7F6727,REC-971FEFE09F7F6727,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2504.10411"",""title_sha256:dc683890c576e773""]"
WORK-90955D75450E115F,REC-C3B39CB94F1B4C76,REC-C3B39CB94F1B4C76,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/icassp49660.2025.10889132"",""arxiv:2504.11124"",""title_sha256:142d96c69ad3971e""]"
WORK-433F583F5D6169F5,REC-4A2A4509290BC306,REC-4A2A4509290BC306,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2504.14641"",""title_sha256:229d0df07921ea35""]"
WORK-91AE5CC8F766B61B,REC-74DFFEF8FFD0B3C6,REC-74DFFEF8FFD0B3C6,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2504.16112"",""title_sha256:4311dfce2198bfcd""]"
WORK-EDCEC112A1B67954,REC-0A35BCF12DE7E299,REC-0A35BCF12DE7E299,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2504.16266"",""title_sha256:6144851ac2c67fcd""]"
WORK-3E70F9D5F5091C07,REC-7EB569AC45BB6577,REC-7EB569AC45BB6577,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2504.16269"",""title_sha256:28aa3af82119b874""]"
WORK-C8B396D704EF5C5B,REC-27F112DB592D26A2,REC-27F112DB592D26A2,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2504.17376"",""title_sha256:4875ca364a25805d""]"
WORK-DB818A275A846AAF,REC-58388E3A8C4C4CC3,REC-58388E3A8C4C4CC3,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/ijcnn64981.2025.11227243"",""arxiv:2504.17929"",""title_sha256:853b4429b53a3538""]"
WORK-41CDD344CD15800B,REC-0084AA0272388588,REC-0084AA0272388588,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2504.21187"",""title_sha256:68687a482d2b9d12""]"
WORK-7C8209B4880448DD,REC-1C8427A2FAEFACE4,REC-1C8427A2FAEFACE4,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2505.03745"",""title_sha256:0c03055e0a931e78""]"
WORK-7AABDC9D131906D0,REC-8C8DCF083E462893,REC-8C8DCF083E462893,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/dspa64310.2025.10977914"",""arxiv:2505.06578"",""title_sha256:cade06c761265238""]"
WORK-B7CE54A4CCB0BACE,REC-EEF9D996052FB8A2,REC-EEF9D996052FB8A2,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2505.06847"",""title_sha256:b9c547abffc63524""]"
WORK-60B1C9D0623A6E5B,REC-CF124426CCD42DE6,REC-CF124426CCD42DE6,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2505.08992"",""title_sha256:0d17fde0911bbee3""]"
WORK-5D5B279866BF5641,REC-C4AB2AB8C1CF67B5,REC-C4AB2AB8C1CF67B5,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2505.12771"",""title_sha256:ac6bfc60f364ed4b""]"
WORK-7E5BEFE3BBF58F02,REC-504E4904B99F7C5E,REC-504E4904B99F7C5E,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2505.16335"",""title_sha256:0453e1ce9cf9ecab""]"
WORK-E10D2BD8734A5A86,REC-55C6CBE6658E4D6D,REC-55C6CBE6658E4D6D,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/isvlsi65124.2025.11130202"",""arxiv:2505.17662"",""title_sha256:caf284105c10d48c""]"
WORK-543487817DE55ABF,REC-6FA4AA8C0ADE1CF7,REC-6FA4AA8C0ADE1CF7,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2505.18975"",""title_sha256:1b63552f9aae4b6c""]"
WORK-147A4DB2F932B9D4,REC-6001BF8DB461EEBB,REC-6001BF8DB461EEBB,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2505.20250"",""title_sha256:2b51985d65fe36a1""]"
WORK-B70CE0BFC848F2F4,REC-C9B23D5F0BA8A1A3,REC-C9B23D5F0BA8A1A3,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2505.22194"",""title_sha256:7c50cca88ca9f489""]"
WORK-6CC82E126E7F7E8D,REC-BA79F5E84B429763,REC-BA79F5E84B429763,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1145/3800686"",""arxiv:2506.03938"",""title_sha256:145fb110d62a7b29""]"
WORK-1290984A89B382E5,REC-58EA590C04E33E29,REC-58EA590C04E33E29,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/tim.2025.3575977"",""arxiv:2506.04780"",""title_sha256:9e261e128ab89fad""]"
WORK-70C42CB787DC11F4,REC-6304EAE6041C2B77,REC-6304EAE6041C2B77,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2506.08496"",""title_sha256:77229dd4415943ee""]"
WORK-3D07E20C120729BE,REC-BCC3E9EFF1B93E62,REC-BCC3E9EFF1B93E62,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/vlsi-soc54400.2022.9939621"",""arxiv:2506.12971"",""title_sha256:f529519af1c0b1e8""]"
WORK-FA38C0965552AE57,REC-69F340FD9A5D9F2E,REC-69F340FD9A5D9F2E,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2506.15613"",""title_sha256:79ac307cda9d18b2""]"
WORK-11B82327E2BBCBFB,REC-DCFB7010F089D86B,REC-DCFB7010F089D86B,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2506.18003"",""title_sha256:7e2f730fba79fe56""]"
WORK-95A79F278CCE5A25,REC-A9265AD0192938C0,REC-A9265AD0192938C0,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2506.20810"",""title_sha256:b413c4167da4e8c1""]"
WORK-A9368ACFA4EA0FD6,REC-09794B47FC51DBAE,REC-09794B47FC51DBAE,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2507.01035"",""title_sha256:ee0b2234ed4348e6""]"
WORK-0154F48F925C2E65,REC-804DE81A30D8BC62,REC-804DE81A30D8BC62,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2507.03308"",""title_sha256:baf1f8d1f8327030""]"
WORK-0865C46561B46F1F,REC-DE3DA0389AC93D33,REC-DE3DA0389AC93D33,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2507.04315"",""title_sha256:8fa5330fdf08df65""]"
WORK-D7D399B194F3B590,REC-43EBA3F96335295D,REC-43EBA3F96335295D,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2507.10912"",""title_sha256:7bdd0e187b8e70ec""]"
WORK-6391DDFC7C781C3D,REC-D4D0D4D6341705BB,REC-D4D0D4D6341705BB,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2507.11549"",""title_sha256:d0e0467bb8ce5cbd""]"
WORK-BC7348FFDFDE1D96,REC-5300A102BA97CB5B,REC-5300A102BA97CB5B,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2507.12418"",""title_sha256:a178b9bf94cf4d70""]"
WORK-A34BBA66476F4AD5,REC-3E83647529A0BF93,REC-3E83647529A0BF93,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2507.14139"",""title_sha256:a3cb068dae8aaa60""]"
WORK-89E744CABC88AC81,REC-928C37379AB66C32,REC-928C37379AB66C32,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2507.17962"",""title_sha256:cfb4334319f1e3d9""]"
WORK-26328C11C60EF5A6,REC-C1B45DD5CFFDEF49,REC-C1B45DD5CFFDEF49,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2507.20420"",""title_sha256:4f448fa76a7307cf""]"
WORK-0C40CA296579F793,REC-70FF806962EDBD4E,REC-70FF806962EDBD4E,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2507.22374"",""title_sha256:f6c82d6d1dabb255""]"
WORK-227B756559009085,REC-D675CF108CBF8BAA,REC-D675CF108CBF8BAA,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2508.03062"",""title_sha256:fc0f15d83e17f03a""]"
WORK-D493AF8AFB822938,REC-A84588B0F7BE86BC,REC-A84588B0F7BE86BC,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2508.07431"",""title_sha256:8def5849d6b93b60""]"
WORK-A5C89A8FAF05933A,REC-1229847FA1C1D549,REC-1229847FA1C1D549,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2508.08709"",""title_sha256:d6a68125223db8ae""]"
WORK-DE1374C0AC8B542C,REC-374F2F1C49957DA6,REC-B9BB1B48E25209CD,False,exact_arxiv,1.0,,"[{""identity_namespace"":""arxiv"",""identity_value"":""2508.10303"",""other_record_id"":""REC-B9BB1B48E25209CD"",""rule"":""exact_arxiv""},{""identity_namespace"":""title"",""identity_value"":""diffaxe diffusion driven hardware accelerator generation and design space exploration"",""other_record_id"":""REC-B9BB1B48E25209CD"",""rule"":""exact_title""}]",latest non-withdrawn preprint,"[""arxiv:2508.10303"",""title_sha256:dedf7105a02c7b8b""]"
WORK-DE1374C0AC8B542C,REC-B9BB1B48E25209CD,REC-B9BB1B48E25209CD,True,preferred_manifestation,1.0,,"[{""identity_namespace"":""arxiv"",""identity_value"":""2508.10303"",""other_record_id"":""REC-374F2F1C49957DA6"",""rule"":""exact_arxiv""},{""identity_namespace"":""title"",""identity_value"":""diffaxe diffusion driven hardware accelerator generation and design space exploration"",""other_record_id"":""REC-374F2F1C49957DA6"",""rule"":""exact_title""}]",latest non-withdrawn preprint,"[""arxiv:2508.10303"",""title_sha256:dedf7105a02c7b8b""]"
WORK-BDE73567632ABDE0,REC-867BF18E2ADEBF6C,REC-867BF18E2ADEBF6C,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2508.10370"",""title_sha256:b2e0fa1e910bd32d""]"
WORK-03A819E438C41218,REC-55AF74F48541DBB8,REC-55AF74F48541DBB8,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2508.10904"",""title_sha256:f5427faa8a231b99""]"
WORK-A23779F50004E7DD,REC-0AB8E04D7DD6C72A,REC-0AB8E04D7DD6C72A,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1088/2632-2153/ae51dd"",""arxiv:2508.11594"",""title_sha256:121302ba96f51c7d""]"
WORK-F3CC25F6B6D57A1A,REC-1C63BBF0DA4696BC,REC-1C63BBF0DA4696BC,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2508.13478"",""title_sha256:ba6cd33375958faa""]"
WORK-5333E781778558B3,REC-2524EF73E57121D9,REC-2524EF73E57121D9,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/isc266238.2025.11293267"",""arxiv:2508.13905"",""title_sha256:ccbe044d52fe9575""]"
WORK-9E32F1C8110F6B21,REC-805AE51C4211C504,REC-805AE51C4211C504,True,unique,1.0,,"[{""alternative"":""manual_adjudication"",""attempted_rule"":""exact_doi"",""component_level"":false,""conflicting_fields"":[""arxiv_id"",""first_author"",""title""],""conflicting_record_pairs"":[{""conflicting_fields"":[""arxiv_id"",""title"",""first_author""],""left_record_id"":""REC-805AE51C4211C504"",""right_record_id"":""REC-4E361D4CBDFC8F53"",""similarity"":59.55056179775281}],""identity_namespace"":""doi"",""identity_value"":""10.1109/icfpt67023.2025.00030"",""other_record_id"":""REC-4E361D4CBDFC8F53"",""rule"":""contradictory_identity""}]",peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1109/icfpt67023.2025.00030"",""arxiv:2508.15468"",""title_sha256:db4759d016a367a6""]"
WORK-AB82EA688DA83D58,REC-F6EE464E0EAC055F,REC-F6EE464E0EAC055F,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2508.20334"",""title_sha256:44b0be62dbe569cd""]"
WORK-F2DC066E5598BF81,REC-6CF049B6B7FF9E23,REC-6CF049B6B7FF9E23,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2509.00589"",""title_sha256:ca22ccab4e6ed81b""]"
WORK-7D61846EDABE888E,REC-A9812738B0D3FDF8,REC-A9812738B0D3FDF8,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2509.01149"",""title_sha256:1bbaa614684cdc7b""]"
WORK-EF452969ACBB9FAC,REC-FD2B3322B61290F3,REC-FD2B3322B61290F3,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2509.04162"",""title_sha256:e26c2240aac54998""]"
WORK-F23C2D3F2B094530,REC-908FFDB34685B693,REC-908FFDB34685B693,True,unique,1.0,,[],peer-reviewed manifestation; latest version breaks ties,"[""doi:10.1145/3725843.3762817"",""arxiv:2509.13694"",""title_sha256:a17305f0e060e440""]"
WORK-3743FA26ADD8EF20,REC-BEACC83B64B951BF,REC-BEACC83B64B951BF,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2509.13765"",""title_sha256:23470f8ebcc55180""]"
WORK-AC1953D0DD6AB7C3,REC-C9DCCD19015DC11E,REC-C9DCCD19015DC11E,True,unique,1.0,,[],latest non-withdrawn preprint,"[""arxiv:2509.15076"",""title_sha256:8267703d1ed7d83d""]"
